,country_code,party_id,id,publish,address,city,country,postal_code,parking_type,time_zone,mobie_voltage_level,last_updated,latitude,longitude,evse.evse_id,evse.uid,evse.status,evse.last_updated,connector.id,connector.standard,connector.format,connector.power_type,connector.max_voltage,connector.max_amperage,connector.max_electric_power
82,PT,HRZ,ALM-90028,True,Avenida da Liberdade,Almada,PRT,2825-861,ON_STREET,Europe/Lisbon,BTN,2021-05-08T00:03:13Z,38.67295,-9.23217,PT*HRZ*ALM*90028*02,ALM-90028-02,AVAILABLE,2021-05-07T23:12:41Z,ALM-90028-02-01,IEC_62196_T2,SOCKET,AC_1_PHASE,230,16,3700
83,PT,HRZ,ALQ-00002,True,Intermarché do Carregado,Alenquer,PRT,2580-491,PARKING_LOT,Europe/Lisbon,MT,2021-05-08T00:04:27Z,39.0282306,-8.9811247,PT*HRZ*ALQ*00002*2,ALQ-00002-2,AVAILABLE,2021-05-06T13:26:43Z,ALQ-00002-2-1,IEC_62196_T2,SOCKET,AC_3_PHASE,400,32,22000
84,PT,KLC,ALQ-90001,True,Avenida 25 de Abril,Alenquer,PRT,2580-627,ON_STREET,Europe/Lisbon,BTN,2021-05-08T00:03:47Z,39.050889,-9.003778,PT*KLC*ALQ*90001*2,ALQ-90001-2,AVAILABLE,2021-05-07T17:17:22Z,ALQ-90001-02-01,IEC_62196_T2,SOCKET,AC_3_PHASE,400,32,22000
85,PT,KLC,ALR-90001,True,Rua de Coruche,Almeirim,PRT,2080-030,ON_STREET,Europe/Lisbon,BTN,2021-05-08T00:04:48Z,39.201111,-8.62775,PT*KLC*ALR*90001*2,ALR-90001-2,CHARGING,2021-05-07T22:46:50Z,ALR-90001-02-01,IEC_62196_T2,SOCKET,AC_3_PHASE,400,32,22000
86,PT,EDP,ALT-00002,True,Hotel Vila Gale Alter Real,Alter do Chão,PRT,7440-152,PARKING_LOT,Europe/Lisbon,MT,2021-05-08T00:04:31Z,39.222024,-7.686202,PT*EDP*ALT*00002*1,ALT-00002-1,AVAILABLE,2021-05-05T11:46:07Z,ALT-00002-1-1,IEC_62196_T2,SOCKET,AC_1_PHASE,230,32,7400
87,PT,EDP,ALT-00003,True,Hotel Vila Gale Alter Real,Alter do Chão,PRT,7440-152,PARKING_LOT,Europe/Lisbon,MT,2021-05-08T00:04:07Z,39.222224,-7.686202,PT*EDP*ALT*00003*1,ALT-00003-1,AVAILABLE,2021-05-05T11:36:34Z,ALT-00003-1-1,IEC_62196_T2,SOCKET,AC_1_PHASE,230,32,7400
88,PT,KLC,ALT-90001,True,R. João Lopes Namorado 2,Alter do Chão,PRT,7440-066,ON_STREET,Europe/Lisbon,BTN,2021-05-08T00:04:42Z,39.197528,-7.659417,PT*KLC*ALT*90001*2,ALT-90001-2,AVAILABLE,2021-05-07T12:05:02Z,ALT-90001-02-01,IEC_62196_T2,SOCKET,AC_3_PHASE,400,32,22000
89,PT,PRI,AMD-00001,True,Avenida Cruzeiro Seixas 5,Amadora,PRT,2650-000,PARKING_LOT,Europe/Lisbon,BTN,2020-12-13T21:21:36Z,38.779597,-9.219635,PT*PRI*AMD*00001*2,AMD-00001-2,OUTOFORDER,2020-05-22T02:58:10Z,AMD-00001-02-01,IEC_62196_T2,SOCKET,AC_1_PHASE,230,16,3700
90,PT,PRI,AMD-00002,True,Rua Fontes Pereira de Melo,Amadora,PRT,2720-233,PARKING_LOT,Europe/Lisbon,BTN,2020-10-05T11:36:38Z,38.748427,-9.214207,PT*PRI*AMD*00002*2,AMD-00002-2,AVAILABLE,2020-10-05T11:36:38Z,AMD-00002-02-01,IEC_62196_T2,SOCKET,AC_1_PHASE,230,16,3700
91,PT,PRI,AMD-00003,True,Zona Industrial De Alfragide EN 117,Amadora,PRT,2614-520,PARKING_LOT,Europe/Lisbon,MT,2021-05-08T00:05:09Z,38.728917,-9.216006,PT*PRI*AMD*00003*2,AMD-00003-2,CHARGING,2021-05-07T20:40:10Z,AMD-00003-2-1,IEC_62196_T2,SOCKET,AC_1_PHASE,230,32,7200
